movie_id,tag_id,relevance
5,18,0.634
5,141,0.6315
5,220,0.52475
5,230,0.62425
5,286,0.5865
5,289,0.68375
5,302,0.53475
5,323,0.58975
5,341,0.58575
5,423,0.658
5,452,0.58375
5,465,0.5175
5,468,0.59075
5,526,0.881
5,540,0.67
5,656,0.5875
5,679,0.764
5,735,0.94
5,742,0.7589999999999999
5,829,0.595
5,876,0.51375
5,971,0.52975
5,972,0.8345
5,981,0.70575
5,1008,0.5985
5,1009,0.7697499999999999
5,1049,0.538
5,1050,0.53725
5,1051,0.56725
5,1071,0.56575
5,1104,0.685
11,9,0.58725
11,12,0.839
11,13,0.7777499999999999
11,19,0.8945000000000001
11,20,0.66
11,29,0.93825
11,30,0.51675
11,33,0.71525
11,43,0.865
11,45,0.8740000000000001
11,55,0.5015
11,60,0.88775
11,86,0.688
11,93,0.80375
11,94,0.82525
11,96,0.56
11,122,0.645
11,128,0.50625
11,132,0.825
11,162,0.64125
11,188,0.63725
11,192,0.64975
11,193,0.7765
11,195,0.8500000000000001
11,203,0.71425
11,212,0.7325
11,215,0.8915
11,220,0.58
11,221,0.8872500000000001
11,222,0.7529999999999999
11,235,0.55425
11,244,0.63475
11,255,0.8174999999999999
11,260,0.7582500000000001
11,266,0.52525
11,274,0.7569999999999999
11,275,0.9152499999999999
11,277,0.57275
11,285,0.7475
11,292,0.624
11,298,0.8939999999999999
11,299,0.972
11,302,0.8835
11,323,0.612
11,324,0.55075
11,334,0.7562500000000001
11,338,0.6775
11,345,0.86425
11,355,0.74925
11,359,0.93675
11,364,0.7195
11,365,0.658
11,367,0.8947499999999999
11,371,0.7645
11,376,0.5165
11,377,0.8585
11,378,0.79375
11,382,0.8674999999999999
11,388,0.5555
11,389,0.647
11,390,0.8792500000000001
11,396,0.5725
11,401,0.8145
11,406,0.9392499999999999
11,412,0.644
11,414,0.72225
11,415,0.7175
11,419,0.7907500000000001
11,420,0.96925
11,427,0.7305
11,431,0.70225
11,445,0.895
11,446,0.893
11,447,0.8732500000000001
11,449,0.6345
11,452,0.68175
11,453,0.52
11,454,0.9572499999999999
11,464,0.79325
11,465,0.74875
11,468,0.8905000000000001
11,469,0.9132499999999999
11,471,0.72075
11,472,0.77125
11,481,0.9165000000000001
11,490,0.68175
11,500,0.6375
11,502,0.84175
11,504,0.9359999999999999
11,531,0.748
11,535,0.8160000000000001
11,536,0.984
11,549,0.7215
11,553,0.68525
11,554,0.7605
11,588,0.593
11,602,0.8242499999999999
11,603,0.7945
11,614,0.5455
11,634,0.9677500000000001
11,646,0.938
11,660,0.5415
11,663,0.7235
11,669,0.52475
11,690,0.972
11,717,0.7445
11,739,0.52525
11,742,0.9404999999999999
11,743,0.92625
11,745,0.632
11,749,0.501
11,750,0.938
11,751,0.5375
11,752,0.9297500000000001
11,756,0.71275
11,757,0.561
11,758,0.69425
11,760,0.622
11,761,0.84575
11,776,0.6405
11,777,0.588
11,780,0.56625
11,787,0.63925
11,806,0.57
11,810,0.7735000000000001
11,830,0.835
11,843,0.9790000000000001
11,844,0.8305
11,860,0.8065
11,861,0.9455
11,867,0.5915
11,870,0.5545
11,880,0.661
11,881,0.96025
11,882,0.643
11,883,0.743
11,886,0.9815
11,887,0.9524999999999999
11,889,0.98275
11,890,0.9715
11,891,0.734
11,895,0.5745
11,897,0.60475
11,901,0.64475
11,904,0.9595
11,942,0.9830000000000001
11,943,0.9962500000000001
11,945,0.954
11,951,0.962
11,954,0.6735
11,965,0.9817499999999999
11,971,0.9435
11,972,0.887
11,982,0.594
11,992,0.582
11,1005,0.887
11,1006,0.62425
11,1008,0.64525
11,1012,0.7965
11,1020,0.50425
11,1035,0.51625
11,1036,0.526
11,1037,0.7
11,1046,0.9724999999999999
11,1070,0.5155
11,1072,0.8154999999999999
11,1084,0.724
11,1085,0.50175
11,1090,0.93625
11,1091,0.8242499999999999
11,1092,0.8492500000000001
11,1093,0.532
11,1096,0.82575
11,1101,0.61525
11,1115,0.82525
12,11,0.519
12,29,0.83775
12,30,0.5195
12,61,0.542
12,62,0.9055
12,63,0.9810000000000001
12,64,0.9917499999999999
12,121,0.58025
12,129,0.566
12,186,0.97325
12,188,0.5875
12,193,0.7829999999999999
12,195,0.5955
12,203,0.86425
12,204,0.9675
12,215,0.64275
12,220,0.7887500000000001
12,229,0.752
12,230,0.7985
12,235,0.7562500000000001
12,244,0.9964999999999999
12,260,0.7485
12,266,0.51875
12,277,0.73775
12,278,0.90825
12,279,0.8827499999999999
12,302,0.68025
12,306,0.6355
12,309,0.8785000000000001
12,310,0.7689999999999999
12,324,0.542
12,348,0.82575
12,355,0.87775
12,364,0.50075
12,367,0.51725
12,374,0.93225
12,384,0.8285
12,385,0.71725
12,387,0.84825
12,388,0.78525
12,397,0.9704999999999999
12,412,0.8122499999999999
12,414,0.87975
12,415,0.7355
12,417,0.8105
12,445,0.8322499999999999
12,452,0.8005
12,461,0.70425
12,464,0.84175
12,468,0.63575
12,469,0.8294999999999999
12,471,0.65675
12,472,0.569
12,490,0.7905
12,497,0.9670000000000001
12,505,0.61875
12,528,0.6575
12,529,0.7215
12,531,0.50275
12,536,0.9265000000000001
12,554,0.5385
12,588,0.97675
12,589,0.978
12,603,0.7455
12,643,0.7682500000000001
12,646,0.73925
12,675,0.60725
12,717,0.548
12,734,0.74125
12,742,0.85375
12,743,0.66125
12,745,0.691
12,748,0.99875
12,750,0.5015
12,761,0.869
12,768,0.658
12,776,0.60175
12,777,0.66475
12,785,0.966
12,786,0.9942500000000001
12,787,0.672
12,844,0.7815000000000001
12,867,0.596
12,900,0.60575
12,914,0.9052500000000001
12,917,0.9937499999999999
12,922,0.9435
12,967,0.6035
12,971,0.9550000000000001
12,972,0.8140000000000001
12,977,0.52425
12,1003,0.8187500000000001
12,1007,0.91275
12,1012,0.62375
12,1035,0.8979999999999999
12,1036,0.9005000000000001
12,1056,0.7822499999999999
12,1062,0.79975
12,1071,0.7
12,1072,0.71925
12,1090,0.6685
12,1091,0.8520000000000001
12,1092,0.9005000000000001
12,1093,0.63975
12,1108,0.56275
12,1114,0.6625
13,6,0.6045
13,9,0.50425
13,19,0.649
13,22,0.7967500000000001
13,29,0.6905
13,33,0.6655
13,37,0.615
13,54,0.59325
13,55,0.5015
13,107,0.577
13,113,0.8799999999999999
13,121,0.59225
13,122,0.67525
13,133,0.8640000000000001
13,134,0.59175
13,135,0.61125
13,138,0.8992500000000001
13,162,0.565
13,172,0.6445
13,179,0.5665
13,188,0.615
13,203,0.8374999999999999
13,206,0.64025
13,212,0.53225
13,215,0.8107500000000001
13,220,0.68125
13,230,0.661
13,235,0.55
13,238,0.7415
13,240,0.51425
13,260,0.8047500000000001
13,275,0.7585
13,277,0.594
13,299,0.9610000000000001
13,306,0.9384999999999999
13,323,0.88975
13,324,0.915
13,338,0.9105000000000001
13,348,0.9152499999999999
13,353,0.5245
13,355,0.676
13,359,0.7869999999999999
13,364,0.666
13,365,0.8995
13,366,0.7517499999999999
13,367,0.5045
13,387,0.9175
13,388,0.919
13,412,0.8454999999999999
13,415,0.52525
13,417,0.527
13,445,0.8835
13,446,0.9325000000000001
13,449,0.8065
13,452,0.9125000000000001
13,453,0.669
13,464,0.806
13,465,0.956
13,468,0.8507499999999999
13,469,0.8527499999999999
13,470,0.555
13,471,0.72725
13,490,0.72
13,496,0.7195
13,497,0.9492499999999999
13,504,0.87225
13,508,0.89225
13,509,0.8955
13,519,0.8915
13,528,0.6415
13,529,0.587
13,531,0.71825
13,536,0.98125
13,548,0.8572500000000001
13,549,0.9192499999999999
13,550,0.586
13,553,0.72925
13,554,0.80575
13,585,0.66325
13,600,0.9715
13,601,0.7035
13,602,0.68675
13,610,0.612
13,611,0.64875
13,613,0.8345
13,614,0.875
13,634,0.9339999999999999
13,640,0.636
13,646,0.8302499999999999
13,675,0.52425
13,691,0.90575
13,717,0.8360000000000001
13,742,0.9117500000000001
13,743,0.8402499999999999
13,745,0.9644999999999999
13,746,0.966
13,747,0.8042499999999999
13,749,0.646
13,750,0.9755
13,751,0.9850000000000001
13,752,1.0
13,754,1.0
13,756,0.9937499999999999
13,758,0.8947499999999999
13,759,0.6995
13,760,0.6
13,761,0.97075
13,777,0.7909999999999999
13,780,0.69925
13,791,0.73225
13,806,0.80925
13,830,0.8467499999999999
13,840,0.5975
13,844,0.6655
13,845,0.71025
13,846,0.51825
13,864,0.649
13,867,0.54025
13,870,0.52925
13,871,0.72975
13,872,0.75725
13,875,0.8225
13,898,0.6675
13,900,0.94675
13,921,0.71625
13,936,0.6845
13,950,0.64675
13,951,0.59225
13,971,0.85225
13,972,0.901
13,992,0.5985
13,1003,0.70675
13,1008,0.619
13,1011,0.75875
13,1024,0.7697499999999999
13,1035,0.9564999999999999
13,1037,0.5655
13,1051,0.58175
13,1053,0.70575
13,1062,0.8454999999999999
13,1065,0.94075
13,1071,0.76125
13,1072,0.7115
13,1080,0.51325
13,1096,0.60675
14,26,0.56875
14,28,0.7765
14,30,0.65475
14,36,0.55925
14,75,0.505
14,79,0.69075
14,80,0.7762500000000001
14,86,0.52425
14,94,0.5445
14,120,0.73375
14,121,0.656
14,122,0.9115
14,124,0.51825
14,138,0.8855
14,141,0.6065
14,143,0.559
14,162,0.5395
14,169,0.54425
14,192,0.8454999999999999
14,194,0.711
14,196,0.56125
14,197,0.5795
14,212,0.8887499999999999
14,216,0.57175
14,220,0.68775
14,235,0.7889999999999999
14,240,0.8322499999999999
14,241,0.745
14,242,0.705
14,255,0.50125
14,258,0.52375
14,267,0.51075
14,269,0.5535
14,270,0.5405
14,275,0.5975
14,277,0.5805
14,282,0.8107500000000001
14,285,0.7825
14,286,0.64875
14,289,0.927
14,296,0.694
14,297,0.8867499999999999
14,302,0.6595
14,312,0.5935
14,323,0.89775
14,324,0.84425
14,326,0.666
14,328,0.56875
14,329,0.5135
14,331,0.75125
14,335,0.8115000000000001
14,338,0.56675
14,348,0.77675
14,351,0.74775
14,364,0.607
14,365,0.9655
14,366,0.73125
14,368,0.8740000000000001
14,376,0.8142499999999999
14,383,0.60175
14,388,0.56675
14,412,0.67275
14,417,0.56225
